=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.12.10 17:24:09 =~=~=~=~=~=~=~=~=~=~=~=
0,0.00,0.00,99.1.06,-0.00,0.00,0.00,5.70,0.00,0.00
-0.66,-1.13,1.06,-0.00,0.00,-0.00,5.66,0.-0.22,-0.82,0.52,0.00,0.00,-0.00,0.00,0.00,0.00
-0.23,-0.82,0.52,0.00,-0.00,-0.00,0.01,0.00,0.00
-0.23,-0.83,0.53,0.00,-0.00,0.00,0.01,0.00,0.00
-0.23,-0.83,0.53,0.00,-0.00,-0.00,4.17,0.00,0.00
-0.24,-0.84,0.54,-0.00,0.00,0.00,5.50,0.00,0.00
-0.24,-0.84,0.54,0.00,-0.00,-0.00,8.25,0.00,0.00
-0.24,-0.85,0.54,0.00,0.00,0.00,10.88,0.00,0.00
-0.25,-0.85,0.55,0.00,0.00,-0.00,13.29,0.00,0.00
-0.25,-0.85,0.55,0.00,-0.00,0.00,16.40,0.00,0.00
-0.26,-0.86,0.56,0.00,0.00,0.00,19.11,0.00,0.00
-0.26,-0.86,0.57,0.00,-0.00,-0.00,21.11,0.00,0.00
-0.27,-0.87,0.57,0.00,-0.00,-0.00,23.80,0.00,0.00
-0.27,-0.87,0.58,0.00,0.00,0.00,26.71,0.00,0.00
-0.28,-0.88,0.59,0.00,-0.00,-0.00,28.66,0.00,0.00
-0.28,-0.88,0.59,-0.00,0.00,-0.00,31.54,0.00,0.00
-0.29,-0.89,0.60,0.00,-0.00,-0.00,34.30,0.00,0.00
-0.29,-0.89,0.61,0.00,0.00,0.00,36.36,0.00,0.00
-0.29,-0.89,0.61,0.00,-0.00,-0.00,39.07,0.00,0.00
-0.30,-0.90,0.62,0.00,0.00,-0.00,40.91,0.00,0.00
-0.31,-0.90,0.62,-0.00,0.00,-0.00,43.63,0.00,0.00
-0.31,-0.91,0.63,-0.00,0.00,-0.00,45.40,0.00,0.00
-0.31,-0.91,0.63,0.00,-0.00,0.00,47.89,0.00,0.00
-0.32,-0.92,0.64,0.00,-0.00,-0.00,50.35,0.00,0.00
-0.32,-0.92,0.65,0.00,-0.00,0.00,52.01,0.00,0.00
-0.33,-0.92,0.65,-0.00,0.00,0.00,53.79,0.00,0.00
-0.33,-0.93,0.66,-0.00,0.00,-0.00,56.50,0.00,0.00
-0.34,-0.93,0.66,0.00,-0.00,-0.00,58.18,0.00,0.00
-0.34,-0.93,0.67,0.00,-0.00,0.00,59.95,0.00,0.00
-0.35,-0.94,0.68,-0.00,0.00,0.00,62.33,0.00,0.00
-0.35,-0.94,0.68,-0.00,0.00,-0.00,63.85,0.00,0.00
-0.35,-0.94,0.69,0.00,-0.00,-0.00,65.45,0.00,0.00
-0.36,-0.95,0.69,0.00,-0.00,0.00,67.71,0.00,0.00
-0.36,-0.95,0.70,-0.00,0.00,0.00,67.71,0.00,0.00
-0.37,-0.95,0.70,-0.00,0.00,0.00,70.76,0.00,0.00
-0.37,-0.95,0.71,-0.00,-0.00,-0.00,72.72,0.00,0.00
-0.38,-0.96,0.71,0.00,-0.00,-0.00,73.40,0.00,0.00
-0.38,-0.96,0.72,-0.00,0.00,0.00,76.25,0.00,0.00
-0.38,-0.96,0.72,-0.00,0.00,0.00,77.00,0.00,0.00
-0.39,-0.97,0.73,0.00,-0.00,-0.00,79.33,0.00,0.00
-0.39,-0.97,0.73,-0.00,0.00,0.00,80.14,0.00,0.00
-0.39,-0.97,0.74,-0.00,0.00,0.00,82.67,0.00,0.00
-0.40,-0.97,0.74,0.00,-0.00,-0.00,84.45,0.00,0.00
-0.40,-0.98,0.75,0.00,-0.00,0.00,84.45,0.00,0.00
-0.41,-0.98,0.75,-0.00,0.00,0.00,85.37,0.00,0.00
-0.41,-0.98,0.76,0.00,-0.00,-0.00,89.25,0.00,0.00
-0.42,-0.98,0.76,0.00,-0.00,-0.00,88.25,0.00,0.00
-0.42,-0.98,0.77,-0.00,0.00,0.00,89.25,0.00,0.00
-0.42,-0.99,0.77,-0.00,0.00,-0.00,92.40,0.00,0.00
-0.43,-0.99,0.78,0.00,-0.00,-0.00,93.50,0.00,0.00
-0.43,-0.99,0.78,-0.00,0.00,0.00,94.63,0.00,0.00
-0.43,-0.99,0.78,-0.00,0.00,-0.00,95.78,0.00,0.00
-0.44,-1.00,0.79,0.00,-0.00,-0.00,94.63,0.00,0.00
-0.44,-1.00,0.79,-0.00,0.00,0.00,98.17,0.00,0.00
-0.44,-1.00,0.80,-0.00,-0.00,-0.00,98.17,0.00,0.00
-0.45,-1.00,0.80,-0.00,0.00,0.00,100.69,0.00,0.00
-0.45,-1.00,0.81,-0.00,0.00,0.00,102.00,0.00,0.00
-0.46,-1.01,0.81,0.00,-0.00,0.00,102.00,0.00,0.00
-0.46,-1.01,0.82,-0.00,0.00,-0.00,104.72,0.00,0.00
-0.46,-1.01,0.82,0.00,-0.00,0.00,104.72,0.00,0.00
-0.47,-1.01,0.82,0.00,-0.00,0.00,106.13,0.00,0.00
-0.47,-1.01,0.83,-0.00,0.00,-0.00,106.13,0.00,0.00
-0.47,-1.01,0.83,0.00,-0.00,0.00,107.59,0.00,0.00
-0.47,-1.02,0.83,-0.00,-0.00,-0.00,109.08,0.00,0.00
-0.48,-1.02,0.84,0.00,-0.00,0.00,110.62,0.00,0.00
-0.48,-1.02,0.84,0.00,-0.00,0.00,110.62,0.00,0.00
-0.48,-1.02,0.85,-0.00,0.00,-0.00,112.20,0.00,0.00
-0.49,-1.02,0.85,0.00,-0.00,0.00,112.20,0.00,0.00
-0.49,-1.02,0.85,-0.00,0.00,-0.00,113.83,0.00,0.00
-0.50,-1.03,0.86,-0.00,0.00,-0.00,115.50,0.00,0.00
-0.50,-1.03,0.86,-0.00,0.00,-0.00,117.22,0.00,0.00
-0.50,-1.03,0.87,-0.00,0.00,-0.00,117.22,0.00,0.00
-0.51,-1.03,0.87,0.00,-0.00,0.00,117.22,0.00,0.00
-0.51,-1.03,0.87,-0.00,0.00,-0.00,120.83,0.00,0.00
-0.51,-1.03,0.88,0.00,-0.00,-0.00,119.00,0.00,0.00
-0.51,-1.03,0.88,0.00,-0.00,0.00,120.83,0.00,0.00
-0.52,-1.04,0.89,0.00,-0.00,0.00,120.83,0.00,0.00
-0.52,-1.04,0.88,0.00,-0.00,0.00,120.83,0.00,0.00
-0.52,-1.04,0.89,-0.00,0.00,-0.00,122.72,0.00,0.00
-0.52,-1.04,0.89,0.00,-0.00,0.00,124.67,0.00,0.00
-0.53,-1.04,0.89,-0.00,0.00,-0.00,124.67,0.00,0.00
-0.53,-1.04,0.90,0.00,-0.00,0.00,122.72,0.00,0.00
-0.53,-1.04,0.90,-0.00,0.00,-0.00,126.68,0.00,0.00
-0.54,-1.04,0.91,0.00,-0.00,0.00,124.67,0.00,0.00
-0.54,-1.04,0.91,0.00,-0.00,0.00,124.67,0.00,0.00
-0.54,-1.05,0.91,0.00,-0.00,0.00,126.68,0.00,0.00
-0.54,-1.05,0.91,0.00,0.00,0.00,128.75,0.00,0.00
-0.54,-1.05,0.91,-0.00,0.00,-0.00,128.75,0.00,0.00
-0.55,-1.05,0.92,0.00,0.00,-0.00,128.75,0.00,0.00
-0.55,-1.05,0.92,-0.00,0.00,-0.00,128.75,0.00,0.00
-0.55,-1.05,0.93,0.00,-0.00,0.00,128.75,0.00,0.00
-0.56,-1.05,0.93,-0.00,0.00,0.00,130.90,0.00,0.00
-0.56,-1.05,0.93,0.00,-0.00,0.00,130.90,0.00,0.00
-0.56,-1.05,0.93,-0.00,0.00,-0.00,133.12,0.00,0.00
-0.56,-1.05,0.94,0.00,-0.00,0.00,133.12,0.00,0.00
-0.56,-1.05,0.94,-0.00,0.00,-0.00,133.12,0.00,0.00
-0.57,-1.05,0.94,0.00,-0.00,0.00,133.12,0.00,0.00
-0.57,-1.05,0.94,-0.00,0.00,-0.00,133.12,0.00,0.00
-0.57,-1.06,0.95,0.00,-0.00,0.00,135.41,0.00,0.00
-0.57,-1.06,0.95,-0.00,0.00,-0.00,135.41,0.00,0.00
-0.58,-1.06,0.95,0.00,-0.00,0.00,137.79,0.00,0.00
-0.57,-1.06,0.95,-0.00,0.00,-0.00,137.79,0.00,0.00
-0.58,-1.06,0.96,0.00,-0.00,0.00,137.79,0.00,0.00
-0.58,-1.06,0.96,-0.00,0.00,-0.00,137.79,0.00,0.00
-0.58,-1.06,0.96,0.00,-0.00,0.00,140.25,0.00,0.00
-0.58,-1.06,0.96,-0.00,0.00,-0.00,140.25,0.00,0.00
-0.59,-1.06,0.96,0.00,-0.00,0.00,142.80,0.00,0.00
-0.59,-1.06,0.96,-0.00,0.00,-0.00,140.25,0.00,0.00
-0.59,-1.06,0.97,0.00,-0.00,0.00,140.25,0.00,0.00
-0.59,-1.06,0.97,-0.00,0.00,-0.00,140.25,0.00,0.00
-0.59,-1.06,0.97,0.00,-0.00,0.00,142.80,0.00,0.00
-0.59,-1.06,0.97,-0.00,0.00,-0.00,145.44,0.00,0.00
-0.60,-1.07,0.98,0.00,-0.00,0.00,142.80,0.00,0.00
-0.60,-1.07,0.98,-0.00,0.00,-0.00,145.44,0.00,0.00
-0.60,-1.07,0.98,0.00,-0.00,0.00,145.44,0.00,0.00
-0.60,-1.07,0.98,-0.00,-0.00,0.00,142.80,0.00,0.00
-0.60,-1.07,0.98,0.00,-0.00,0.00,145.44,0.00,0.00
-0.60,-1.07,0.98,-0.00,0.00,-0.00,145.44,0.00,0.00
-0.61,-1.07,0.99,0.00,0.00,-0.00,148.19,0.00,0.00
-0.61,-1.07,0.99,-0.00,0.00,0.00,145.44,0.00,0.00
-0.61,-1.07,0.99,0.00,-0.00,0.00,148.19,0.00,0.00
-0.61,-1.07,0.99,0.00,-0.00,0.00,148.19,0.00,0.00
-0.61,-1.07,0.99,0.00,0.00,-0.00,154.00,0.00,0.00
-0.61,-1.07,1.00,-0.00,0.00,0.00,148.19,0.00,0.00
-0.61,-1.07,1.00,-0.00,0.00,-0.00,148.19,0.00,0.00
-0.62,-1.07,1.00,0.00,-0.00,0.00,148.19,0.00,0.00
-0.62,-1.07,1.00,0.00,0.00,-0.00,148.19,0.00,0.00
-0.62,-1.07,1.00,0.00,-0.00,0.00,151.04,0.00,0.00
-0.62,-1.07,1.00,-0.00,0.00,-0.00,148.19,0.00,0.00
-0.62,-1.07,1.01,0.00,-0.00,0.00,151.04,0.00,0.00
-0.62,-1.07,1.01,0.00,-0.00,0.00,151.04,0.00,0.00
-0.62,-1.07,1.01,0.00,-0.00,0.00,157.08,0.00,0.00
-0.62,-1.07,1.01,-0.00,0.00,-0.00,154.00,0.00,0.00
-0.63,-1.08,1.01,-0.00,0.00,-0.00,151.04,0.00,0.00
-0.63,-1.08,1.01,0.00,-0.00,0.00,154.00,0.00,0.00
-0.63,-1.08,1.01,0.00,0.00,0.00,154.00,0.00,0.00
-0.63,-1.08,1.02,0.00,-0.00,0.00,154.00,0.00,0.00
-0.63,-1.08,1.01,-0.00,0.00,-0.00,154.00,0.00,0.00
-0.63,-1.08,1.02,0.00,-0.00,0.00,154.00,0.00,0.00
-0.63,-1.08,1.02,-0.00,-0.00,0.00,154.00,0.00,0.00
-0.63,-1.08,1.02,0.00,-0.00,0.00,154.00,0.00,0.00
-0.64,-1.08,1.02,-0.00,0.00,-0.00,154.00,0.00,0.00
-0.64,-1.08,1.02,-0.00,0.00,-0.00,154.00,0.00,0.00
-0.64,-1.08,1.03,0.00,-0.00,0.00,157.08,0.00,0.00
-0.64,-1.08,1.02,0.00,0.00,0.00,154.00,0.00,0.00
-0.64,-1.08,1.03,0.00,-0.00,0.00,157.08,0.00,0.00
-0.64,-1.08,1.03,-0.00,0.00,-0.00,157.08,0.00,0.00
-0.64,-1.08,1.03,0.00,-0.00,0.00,157.08,0.00,0.00
-0.64,-1.08,1.03,0.00,-0.00,0.00,157.08,0.00,0.00
-0.64,-1.08,1.03,0.00,0.00,0.00,160.29,0.00,0.00
-0.64,-1.08,1.03,-0.00,0.00,-0.00,160.29,0.00,0.00
-0.64,-1.08,1.03,-0.00,0.00,-0.00,157.08,0.00,0.00
-0.65,-1.08,1.03,0.00,-0.00,0.00,160.29,0.00,0.00
-0.65,-1.08,1.03,-0.00,0.00,-0.00,160.29,0.00,0.00
-0.65,-1.08,1.03,0.00,0.00,0.00,160.29,0.00,0.00
-0.65,-1.08,1.04,-0.00,0.00,-0.00,160.29,0.00,0.00
-0.65,-1.08,1.04,0.00,-0.00,0.00,160.29,0.00,0.00
-0.65,-1.08,1.04,0.00,-0.00,0.00,160.29,0.00,0.00
-0.65,-1.08,1.04,-0.00,0.00,-0.00,160.29,0.00,0.00
-0.65,-1.08,1.04,0.00,-0.00,0.00,160.29,0.00,0.00
-0.65,-1.08,1.04,-0.00,0.00,-0.00,163.62,0.00,0.00
-0.65,-1.08,1.04,0.00,-0.00,0.00,163.62,0.00,0.00
-0.65,-1.08,1.04,-0.00,0.00,-0.00,163.62,0.00,0.00
-0.65,-1.08,1.04,-0.00,0.00,-0.00,157.08,0.00,0.00
-0.66,-1.09,1.05,0.00,-0.00,0.00,163.62,0.00,0.00
-0.66,-1.09,1.04,0.00,0.00,-0.00,160.29,0.00,0.00
-0.66,-1.09,1.05,0.00,-0.00,0.00,163.62,0.00,0.00
-0.66,-1.09,1.05,-0.00,0.00,-0.00,163.62,0.00,0.00
-0.66,-1.09,1.05,0.00,-0.00,0.00,163.62,0.00,0.00
-0.66,-1.09,1.05,0.00,-0.00,0.00,160.29,0.00,0.00
-0.66,-1.09,1.05,-0.00,0.00,-0.00,163.62,0.00,0.00
-0.66,-1.09,1.05,0.00,-0.00,0.00,163.62,0.00,0.00
-0.66,-1.09,1.05,-0.00,0.00,-0.00,163.62,0.00,0.00
-0.66,-1.09,1.05,0.00,-0.00,-0.00,167.11,0.00,0.00
-0.66,-1.09,1.05,-0.00,0.00,-0.00,167.11,0.00,0.00
-0.66,-1.09,1.05,-0.00,0.00,-0.00,163.62,0.00,0.00
-0.66,-1.09,1.05,0.00,-0.00,0.00,167.11,0.00,0.00
-0.66,-1.09,1.05,-0.00,0.00,-0.00,163.62,0.00,0.00
